Código,Descrição,Fornecedor
30569,VESTIDO TOMARA QUE CAIA C/ PREGAS.LILAS CHIQUE.FJPR,LILÁS CHIQUE
30570,SAIA JEANS C/FIVELA E BOTOES.DECIZAO.FEPR,DECIZÃO
30571,SAIA BALONE DE LESE.LILAS CHIQUE.FJPR,LILÁS CHIQUE
30572,SAIA JEANS COLOR CARGO.QUARTA GERACAO.FEPR,QUARTA GERAÇÃO
30573,VESTIDO LONGO C/ FENDA LESE.LILAS CHIQUE.FJPR,LILÁS CHIQUE
30574,MACAQUINHO DECOTE V LESE.LILAS CHIQUE.FJPR,LILÁS CHIQUE
30575,SHORT C/ BOLSO CREPE LOUISE.LILAS CHIQUE.FJPR,LILÁS CHIQUE
30576,VESTIDO JEANS TOMARA QUE CAIA.QUARTA GERACAO.FEPR,QUARTA GERAÇÃO
30577,BLUSA TOMARA QUE CAIA C/ LACO CREPE LOUISE.LILAS CHIQUE.FJPR,LILÁS CHIQUE
30578,MACACAO JEANS DE ALCA COM BOTOES.QUARTA GERACAO.FEPR,QUARTA GERAÇÃO
30579,MACACAO JEANS LEVE PANTA.QUARTA GERACAO.FEPR,QUARTA GERAÇÃO
30580,SAIA LONGA CARGO COLOR.QUARTA GERACAO.FEPR,QUARTA GERAÇÃO
30581,SAIA JEANS CURTA C/BRILHO.QUARTA GERACAO.FEPR,QUARTA GERAÇÃO
30582,SHORT FEM BRIM COLOR C/FLOR.QUARTA GERACAO.FEPR,QUARTA GERAÇÃO
30583,CONJUNTO FEM BRIM SHORT E TOP CORES.QUARTA GERACAO.FEPR,QUARTA GERAÇÃO
30584,SHORT FEM BRIM CARGO COLOR.QUARTA GERACAO.FEPR,QUARTA GERAÇÃO
30585,SHORT FEM JEANS CARGO.QUARTA GERACAO.FEPR,QUARTA GERAÇÃO
30586,CALCINHA BASIC CANELADA.SEA SURF.FIPR,SEA SURF
30587,SUTIA BASIC PLUS SIZE C/BOJO POLIAMIDA.FIPR,SEA SURF
30588,SUTIA BASIC EM POLIAMIDA P/M/G.SEA SURF.FIPR,SEA SURF
30589,VENTOSA PARA CELULAR.JULIA.AASF,JULIA
30590,CAMISA MASC POLO.SEA SURF.MCPR,SEA SURF
30591,CAMISA MASC POLO SEM COSTURA.SEA SURF.MCPR,SEA SURF
30592,CONJUNTO FEM INTIMO JOELMA.TOQUE SECRETO.FIPR,TOQUE SECRETO
30593,BABY DOLL MAGNOLIA C/RENDA TOQUE SECRETO.FIPR,TOQUE SECRETO
30594,BABY DOLL MARINA.TOQUE SECRETO.FIPR,TOQUE SECRETO
30595,CAMISOLA COM RENDA ELISA.TOQUE SECRETO,TOQUE SECRETO
30596,BABTY DOLL LIVIA.TOQUE SECRETO .FIPR,TOQUE SECRETO
30597,CONJUNTO FEM INTIMO SIMONE.TOQUE SECRETO.FIPR,TOQUE SECRETO
30598,CONJUNTO FEM INTIMO LUIZA.TOQUE SECRETO.FIPR,TOQUE SECRETO
30599,SUTIA TOMARA QUE CAIA JENNIFE.TOQUE SECRETO.FIPR,TOQUE SECRETO
30600,SUTIA PLUS DENISE.TOQUE SECRETO.FIPR,TOQUE SECRETO
30601,REGATA FEM CANELADA LISTRADA.ALEGAM.FJAR,ALEGAM
30602,REGATA FEM CANELADA LISA BICOLOR.ALEGAM.FJAR,ALEGAM
30603,CONJUNTO ALECIA TOQUE SECRETO.FIPR,TOQUE SECRETO
30604,REGATA MASC SUEDE PINCELADA.ALEGAM.MJAR,ALEGAM
30606,REGATA MASC BARQUINHO.LEASH.MJPR,LEASH
30607,REGATA MASC MACHAO.LEASH.MJPR,LEASH
30608,REGATA MASC WAVES.LEASH.MJPR,LEASH
30609,REGATA MASC SALT LIFE.LEASH.MJPR,LEASH
30610,REGATA MASC LEASH.MJPR,LEASH
30611,REGATA MASC LEASH.MJPR,LEASH
30612,REGATA MASC BASICA.LEASH.MJPR,LEASH
30613,CAMISETA MASC M/M LEASH.MJPR,LEASH
30614,CAMISETA MASC M/M BARQUINHOS.LEASH.MJPR,LEASH
30615,CAMISETA M/M MASC M/M .LEASH.MJPR,LEASH
30616,CAMISETA MASC M/M ESTONADA.LEASH.MJPR,LEASH
30617,CAMISETA MASC M/M BARCO ESTONADA.LEASH.MJPR,LEASH
30618,CAMISETA MASC M/M ESTONADA.LEASH.MJPR,LEASH
30619,CAMISETA MASC M/M ESTONADA.LEASH.MJPR,LEASH
30620,"CAMISETA ,ASC M/M ESTONADA.LEASH.MJPR",LEASH
30621,CAMISETA MASC M/M ESTONADA.LEASH.MJPR,LEASH
30622,REGATA MASC ESTONADA.LEASH.MJPR,LEASH
30623,BOLSA FEM ESTAMPADA LATERAL.BRUNO BELEZAURO.AASF,BRUNO BELEZAURO
30624,BOLSA MEDIA ESTAMPADA DE OMBRO.BRUNO BELEZAURO.AASF,BRUNO BELEZAURO
30625,BERMUDA MASC DE TACTEL MICROFIBRA.MINHA ESTAMPA.MJAR,MINHA ESTAMPA
30627,SHORT DOOL DE ALCINHA C/BOTOES.SONHO BOM.FIPR,SONHO BOM
30628,PIJAMA FEM AMERICANO /CORACOES.SONHO BOM.FIPR,SONHO BOM
30629,PIJAMA FEM M/M C/BOTOES E BOLSO.SONHO BOM.FIPR,SONHO BOM
30630,PIJAMA FEM C/ BOTOES.SONHO BOM.FIPR,SONHO BOM
30631,PIJAMA MASC M/M LISTRADSO.SONHO BOM.MIPR,SONHO BOM
30632,CALCA FEM DE DUNA C/BOLSO.AGTEX.FJAR,AGTEX
30633,SHORT FEM ALFAIATARIA ZARA.AGTEX.FJAR,AGTEX
30634,SHORT FEM C/ELASTICO.AGTEX.FJAR,AGTEX
30635,BLUSA FEM UM OMBRO SO FLOR.AGTEX.FJAR,AGTEX
30636,TOP ALCA FINA BUBBLE.AGTEX.FJAR,AGTEX
30637,TOP ALCA LARGA SUPLEX.AGTEX.FJPR,AGTEX
30638,TOP FEM ALFAIATARIA.AGTEX.FJPR,AGTEX
30639,CROPPED CORSELETE ALCA FINA CETIM.AGTEX.FJPR,AGTEX
30640,CALCA FEM COM BOTOES IMPORTADA.AGTEX.FJR,AGTEX
30641,VESTIDO LONGO VISCOLINHO ALCA 2 MARIAS ETAMPADO.AGTEX.FJPR,AGTEX
30642,VESTIDO LONGO VISCOLINHO ALCA FINA DETALHE NO BUSTO.AGTEX.FJPR,AGTEX
30643,VESTIDO M/M CREPE LONGO ESTAMPADO.AGTEX.FJPR,AGTEX
30644,VESTIDO FEM DE ALCA LISO 3 MARIAS,AGTEX
30645,VESTIDO LASTEX ALCA DUNA ESTAMPADO SEREIA.AGTEX.FJPR,AGTEX
30646,VESTIDO TQC LISO RUCHED.AGTEX.FJPR,AGTEX
30647,VESTIDO TQC SUPLEX C/ FENDA DETALHE NO BUSTO.AGTEX.FJPR,AGTEX
30648,VESTIDO LONGO TQC SUPLEX LISO C/FENDA.AGTEX.FJPR,AGTEX
30649,VESTIDO TQC ANA RUGA OMBRO A OMBRO.ATEX.FJPR,AGTEX
30650,VESTIDO DE ALCA C/BORDADO.AGTEX.FJPR,AGTEX
30651,MACAQUINHO DE ALCA LISO.AGTEX.FJPR,AGTEX
30652,VESTIDO DE ALCA ESTAMPADO.AGTEX.FJPR,AGTEX
30653,MACAQUINHO LISO DE ALCA VISCOSE.AGTEX.FJPR,AGTEX
30654,MACAQUINHO ESTAMPADO C/ AMARRACAO VISCOSE.AGTEX.FJPR,AGTEX
30655,MACAQUINHO DE ALCA DUAS CORES DUNA.AGTEX.FJPR,AGTEX
30656,SHORT DUAS CORES.AGTEX.FJPR,AGTEX
30657,TOP CANELADO EVELIN ALCA FINA FORRADO.DIAS FASHION.FJSL,DIAS FASHION
30658,VESTIDO TQC C/ NO LISO.AGTEX.FJPR,AGTEX
30659,CROPPED MAISA SUPLEX ALCA FINA.DIAS FASHION.FJSL,DIAS FASHION
30660,SAIA MIDI CANELADA C/ FENDA.DIAS FASHION.FJSL,DIAS FASHION
30661,VESTIDO TQC C/NO DUNA ESTAMPADO.AGTEX.FJPR,AGTEX
30662,CALCA FEM CARGO IMPORTADA.AGTEX.FJSL,AGTEX
30663,CALCA FEM DOIS CINTOS IMPORTADA.AGTEX.FJPR,AGTEX
30664,VESTIDO BUBBLE DE ALCA C/DETALHE.AGTEX.FJPR,AGTEX
30665,MACAQUINHO TQC BUBBLE LISO.AGTEX.FJPR,AGTEX
30666,VESTIDO DE ALCA SUPLEX COM BRILHO.AGTEX.FJPR,AGTEX
30667,VESTIDO DE ALCA SUPLEX.AGTEX.FJPR,AGTEX
30668,VESTIDO CURTO DE ALCA BUBBLE LISO.AGTEX.FJP,AGTEX
30669,VESTIDO TQC DE TULE ESTAMPADO.AGTEX.FJPR,AGTEX
30670,VESTIDO LONGO VISCOSE DE ALCA ESTAMPADO.AGTEX.FJPR,AGTEX
30671,VESTIDO VISCOSE DE ALCA LISO.AGTEX.FJPR,AGTEX
30672,VESTIDO TQC C/BICO LISO.AGTEX.FJPR,AGTEX
30673,SAIA DE ALFAIATARIA C/BOLSO.AGTEX.FJPR,AGTEX
30674,CALCA FEM DE CREPE FRISO.AGTEX.FJAR,AGTEX
30675,CALCA FEM DE ALFAIATARIA C/ARMACAO.AGTEX.FJPR,AGTEX
30676,VESTIDO M/M DUNA LISO.AGTEX.FCAR,AGTEX
30677,VESTIDO M/M DUNA ESTAMPADO.AGTEX.FCAR,AGTEX
30678,VESTIDO LONGO DE ALCA BUBBLE LISO.AGTEX.FCPR,AGTEX
30679,VESTIDO ESTAMPADO.AGTEX.FCAR,AGTEX
30680,VESTIDO BUBBE MID DE ALCA.AGTEX.FCPR,AGTEX
30681,MACAQUINHO DE DUNA LISO.AGTEX.FCPR,AGTEX
30682,VESTIDO DE ALCA ALFAIATARIA C/FENDA.AGTEX.FCPR,AGTEX
30683,MACAQUINHO ALFAIATARIA C/AMARRACAO E ZIPER.AGTEX.FCAR,AGTEX
30684,SHORT FEM DE ALFAIATARIA C/CINTO.AGTEX.FCPR,AGTEX
30685,SHORT ALFAIATARIA C/ FIVELA.AGTEX.FCPR,AGTEX
30686,SAIA LONGA C/LASTEX E FENDA N LATEAL.AGTEX.FCAR,AGTEX
30687,SHORT JORTS ALFAIATARIA.AGTEX.FCAR,AGTEX
30688,CALCA RISCA GIZ ALFAIATARIA.AGTEX.FCPR,AGTEX
30689,CALCA ALFAIATARIA C/FIVELA.AGTEX.FCPR,AGTEX
30690,CALCA PANTA ALFAIATARIA TRACK PANTS.AGTEX.FPPR,AGTEX
30691,SHORT JEANS FEM C/BRILHO.IDISE.FEPR,IDISE
30692,SHORT JEANS FEM C/BRILHO SEM COSTURA.IDISE.FEPR,IDISE
30693,SHORT JEANS FEM CARGO.IDISE.FEPR,IDISE
30694,SHORT JEANS FEM DESFIADO.IDISE.FEPR,IDISE
30695,TOALHA DE BANHO ADULTA SECA MAIS.CAMESA.CAMS,CAMESA
30696,TOALHA DE BANHO ADULTO SAMBA.CAMESA.CAMS,CAMESA
30697,TOALHA DE BANHO INFANTIL SECA MAIS.CAMESA.CAMS,CAMESA
30698,PONCHO INFANTIL.CAMESA.CAPR,CAMESA
30699,ROUPAO INFANTIL MICROFIBRA 4 A 6 ANOS.CAMESA.CAMPR,CAMESA
30700,ROUPAO INFANTIL MICROFIBRA 8 A 10 ANOS.CAMESA.CAMPR,CAMESA
30701,ROUPAO INFANTIL NICROFIBRA 12 A 14 ANOS.CAMPR,CAMESA
30702,ROUPAO ADULTO MICROFIBRA AVULSO.CAMESA.CAMPR,CAMESA
30703,SHORT JEANS C/ ELASTANO.ELLEVE.FEPR,ELLEVE
30704,SHORT JEANS FEM C/ ELASTANO BLACK.ELLEVE.FEPR,ELLEVE
30705,CALCA JEANS FEM ELASTANO.ELLEVE.FEMS,ELLEVE
30706,TAPETE REMIX.CAMESA.CAMSL,CAMESA
30708,SHORT JEANS PLUS.ELLEVE.FEPR,ELLEVE
30709,SHORT JEANS FEM PLUS.ELLEVE.FEPR,ELLEVE
30710,PANO MULTI USO 3 PECAS.CAMESA.CAMPR,CAMESA
30711,TAPETE RISQUE.CAMESA.CAMSL,CAMESA
30712,CALCA JEANS FEM PLUS.ELLEVE.FEPR,ELLEVE
30713,BERMUDA JEANS MASC.ELLEVE.MEPR.,ELLEVE
30714,PANO DE PRATO SECA MAS.CAMESA.CAMSL,CAMESA
30715,TOALHA PARA CABELO ANTI FRIZZ.CAMESA.CAMPR,CAMESA
30716,FRONHA OUTLET.CAMESA.CAMPR,CAMESA
30717,PISO ATOALHADO.CAMESA.CAMPR,CAMESA
30718,VISEIRAS DE MEIA FEM. LILI. AASF,LILI
30719,VESTIDO CANELADO TOMARA QUE CAIA PLUS.DIAS FASHION.FPAR,DIAS FASHION
30720,VESTIDO CANELADO DE ALCA PLUS.DIAS FASHION.FPAR,DIAS FASHION
30721,CAMISOLA ALCA FINA DE SUEDE ESTAMPADA .DIAS FASHION.FIAR,DIAS FASHION
30722,REGATA NADADOR CANELADA INF.ALEGAM.IA4AR,ALEGAM
30723,SHORT COLLOR INFANTIL.ELLEVE.IA4PR,ELLEVE
30724,SHORT JEAS FEM INFANTIL MINI.ELLEVE.IA4PR,ELLEVE
30725,CALCA FEM JUVENIL COLLOR.ELLEVE.IA4PR,ELLO JEANS
30726,CALCA JEANS FEM JUVENIL C/ BRILHO.ELLEVE.IA4PR,ELLEVE
30727,BERMUDA MASC INFANTIL S/RASGO.ELLEVE.IO4PR,ELLEVE
30728,CALCA JEANS MASC INFANTIL.ELLEVE.IO4PR,ELLEVE
30729,CONJUNTO SOFT.HERLLUS.FIPR,HERLLUS
30730,CALCA JEANS MASC INFANTIL.ELLEVE.IO4PR,ELLEVE
30731,CALCA JEANS MASC JUVENIL.ELLEVE.IO4PR,ELLEVE
30732,SUTIA VERA.HERLLUS.FIPR,HERLLUS
30733,CONJUNTO LK.HERLLUS.FIPR,HERLLUS
30734,SUTIA ESTHER.HERLLUS.FIPR,HERLLUS
30735,CALCA JEANS MASC JUVENIL.ELLEVE.IO4PR,ELLEVE
30736,SUTIA PLUS SIZE C/ RENDA.HERLLUS.FIPR,HERLLUS
30737,CONJUNTO CARLA.HERLLUS.FIPR,HERLLUS
30738,SUTIA LUIZA.HERLLUS.FIPR,HERLLUS
30739,CONJUNTO LISTRA.HERLLUS.FIPR,HERLLUS
30740,CONJUNTO KARINE.HERLLUS.FIPR,HERLLUS
30741,SUTIA ISA PLUS SIZE.ART INTIMA.FIPR,ART ÍNTIMA
30742,CONJUNTO BIA.ART INTIMA.FIPR,ART ÍNTIMA
30743,CONJUNTO DE MILLUS.ART INTIMA.FIPR,ART ÍNTIMA
30744,SHORT FEM ENVELOPE DRY FITNESS .MARIA CHIC.FFAR,MARIA CHIC
30745,BLUSA FEM DRY M/M MULLET FITNESS .MARIA CHIC.FFAR,MARIA CHIC
30746,SHORT FEM MICROFIBRA FERNANDA.MARIA CHIC.FJAR,MARIA CHIC
30747,TOP CROPPED ALCA DUPLA.MARIA CHIC.FJAR,MARIA CHIC
30748,REGATA FEM FAMMY .MARIA CHIC.FJPAR,MARIA CHIC
30749,SHORT FEM DE MOLETINHO.MARIA CHIC.FJAR,MARIA CHIC
30750,BERMUDA FEM JORTS CANELADO.MARIA CHIC.FJAR,MARIA CHIC
30751,VESTIDO MID CANELADO NADADOR.MARIA CHIC.FJAR,MARIA CHIC
30752,CROPPED REGATA CANELADA CHERRY MARIA CHIC.FJAR,MARIA CHIC
30753,SHORT DOLL DE ALCA.DIONES.FIPR,DIONES
30754,SHORT DOLL M/M C/ BOTOES.DIONES.FIPR,DIONES
30755,SAMBA CANCAO DE LIGANETE.DIONES.MIPR,DIONES
30756,SHORT DOLL M/M ESTAMPADO.DIONES.FIPR,DIONES
30757,REGATA INFANTIL MASC.AGATHOS.IO4AR,AGATHOS
30758,CAMISA M/M MASC INFANTIL.AGATHOS.IO4AR,AGATHOS
30759,BERMUDA MOLETOM MASC INFANTIL.AGATHOS.IO4AR,AGATHOS
30760,BERMUDA MOLETOM INFANTIL MASC.AGATHOS.IO4AR,AGATHOS
30761,BERMUDA MASC INFANTIL.AGATHOS.IO4PR,AGATHOS
30762,BERMUDA MASC INFANTIL.AGATHOS.IO4PR,AGATHOS
30763,BERMUDA LISTRA MASC INFANTIL.AGATHOS.IO4PR,AGATHOS
30764,CAMISA MASC JUVENIL M/M.AGATHOS.IO4PR,AGATHOS
30765,CAMISA MASC JUVENIL SURF.AGATHOS.IO4PR,AGATHOS
30766,REGATA MASC JUVENIL.AGATHOS.IO4PR,AGATHOS
30767,CROPPED FEM FITNESS S/ BOJO.SEA SURF.FFAR,SEA SURF
30768,REGATA MASC JUVENIL.AGATHOS.IO4PR,AGATHOS
30769,BERMUDA MASC JUVENIL LISA.AGATHOS.IO4SL,AGATHOS
30770,BERMUDA MASC JUVENIL DE MOLETOM.AGATHOS.IO4SL,AGATHOS
30771,BERMUDA MASC JUVENIL MOLETOM FAKE LINHO.AGATHOS.IO4PR,AGATHOS
30772,REGATA MASC JUVENIL BASICA.AGATHOS.IO4AR,AGATHOS
30773,CAMISA MASC JUVENIL BASICA.AGATHOS.IO4AR,AGATHOS
30774,SHORT FEM DRY BEACH TENNIS.LEDERY.FFR,LIDERY
30775,CALCA FEM FITNESS.LIDERY.FFPR,LIDERY
30776,TOP FEM FITNESS ALCA LARGA.LIDERY.FFPR,LIDERY
30777,TOP FEM LISO FITNESS.LIDERY.FFPR,LIDERY
30778,TOP FEM FITNESS.LIDERY.FFPR,LIDERY
30779,TOP FEM FITNESS CRUZADO.LIDERY.FFPR,LIDERY
30780,TOP FEM FITNESS ALCA FINA.LIDERY.FFPR,LIDERY
30781,TOP FEM DE POLIAMIDA.LIDERY.FFPR,LIDERY
30782,TOP FEM FITNESS ALCA CRUZADA.LIDERY.FFPR,LIDERY
30784,CALCA FEM FITNESS POLIAMIDA.LIDERY.FFPR,LIDERY
30787,SHORT FEM POLIAMIDA.LIDERY.FFPR,LIDERY
30788,CALCA FEM EM POLIAMIDA.LIDERY.FFPR,LIDERY
30789,TOP FEM POLIAMIDA COM TIRAS.LIDERY.FFPR,LIDERY
30790,SHORT FEM DE POLIAMIDA.LIDERY.FFPR,LIDERY
30791,CALCA FEM POLIAMIDA FITNESS.LIDERY.FFPR,LIDERY
30794,MACAQUINHO LISO FITNESS.LIDERY.FFPR,LIDERY
30795,CALCA FEM BASICA FITNESS PLUS.LIDERY.FFPR,LIDERY
30796,SHORT FEM FITNESS BASICO.LIDERY.FFPR,LIDERY
30797,TOP FEM FITNESS POLIAMIDA TRANPASSADO.LIDERY.FFPR,LIDERY
30798,TOP FEM FITNESS NADADOR COLOR.LIDERY.FFPR,LIDERY
30799,SHORT FEM FITNESS COLOR.LIDERY.FFPR,LIDERY
30800,CALCA FEM POLIAMIDA C/BOLSO.LIDERY.FFPR,LIDERY
30801,SHORT FEM FITNESS POLIMIDA C/BOLSO.LIDERY.FFPR,LIDERY
30802,TOP FEM FITNESS NADADOR POLIAMIDA.LIDERY.FFPR,LIDERY
30803,CALCA FEM FITNESS CANELADA.LIDERY.FFPR,LIDERY
30804,TOP FEM FITNESS CANELADO.LIDERY.FFPR,LIDERY
30805,SHORT FEM FITNESS CANELADO.LIDERY.FFPR,LIDERY
30806,TOP FEM FITNESS CANELADO.LIDERY.FFPR,LIDERY
30807,SHORT JEANS 100%.IDISE.FEPR,IDISE
30808,TOP FEM FITNESS LIDERY PLUS SIZE .FFPR,LIDERY
30809,SHORT JEANS C/DETALHE NA LATERAL. IDISE.FEPR,IDISE
30810,SHORT JEANS 100% C/CINTO NA LATERAL.FEM.IDISE.FEPR,IDISE
30811,SHORT JEANS BLACK.IDISE.FEPR,IDISE
30812,SHORT JEANS S/ COSTURA.IDISE.FEPR,IDISE
30813,SHORT JEANS BRANCO FEM.IDISE.FEPR,IDISE
30814,SHORT SAIA JEANS S/COSTURA.IDISE.FEPR,IDISE
30815,SHORT SAIA JEANS C/AMARRACAO.FEM.IDISE.FEPR,IDISE
30816,VESTIDO JEANS TQC.IDISE.FEPR,IDISE
30817,MACAQUINHO JEANS TQC COM BOTOES.IDISE.FEPR,IDISE
30818,BLUSA FEM DE ALCA FINA SUPLEX.DIAS FASHION.FJAR,DIAS FASHION
30819,CROPPED TOP MAYARA LISO/ESTAMPADO.BELA CHICCA.FCAR,BELA CHICCA
30820,CALCA MAYARA PANTALONA C/BOTAO LISO/ESTAMPADO.BELA CHICCA.FCAR,BELA CHICCA
30821,SAIA MIRELLA LISO/ESTAMPADA.BELA CHICCA.FCAR,BELA CHICCA
30822,VESTIDO LONGO POLIANA.BELA CHICCA.FCAR,BELA CHICCA
30823,REGATA DANI ESTAMPADA.BELA CHICCA.FCAR,BELA CHICCA
30824,MACAQUINHO SUZAN COM LACO LISO/ESTAMPADO.BELA CHICCA.FCAR,BELA CHICCA
30825,VESTIDO LONGO HANNA DE ALCA.BELA CHICCA.FCAR,BELA CHICCA
30826,VESTIDO LONGO SERENA .BELA CHICCA.FCAR,BELA CHICCA
30827,VESTIDO PLUS SIZE M/M MELINDA.BELA CHICCA.FCAR,BELA CHICCA
30828,BLUSA PLUS SIZE EMILLY.BELA CHICCA.FCAR,BELA CHICCA
30829,SUTIA SEM BOJO ALCA .DUDELON.FIBC,DUDELON
30830,BERMUDA FEM JEANS CICLISTA.IDISE.FEPR,IDISE
30831,CALCA FEM JEANS WID LEG C/ BRILHO SEM COSTURA.IDISE.FEPR,IDISE
30832,SAIA JEANS COM CINTO.IDISE.FEPR,IDISE
30833,SAIA JEANS LONGA C/ PEDRA E ABERTURA.IDISE.FEPR,IDISE
30834,CALCA JEANS FEM BASICA C/ELASTANO.IDISE.FEPR,IDISE
30835,CALCA JEANS FEM C/ELASTANO BLACK.IDISE.FEPR,IDISE
30836,CALCA JEANS FEM C/ELASTANO CLARA.IDISE.FEPR,IDISE
30837,CALCA JEANS FEM MOM C/BRILHO.IDISE.FEPR,IDISE
30838,CUECA BOX COTTON.LIFE ZOOM.MISL,LIFE ZOOM
30839,BIQUINI DE CORTININHA COQUEIRO.HANGAR.FPAR,HANGAR
30840,BIQUINI ESTAMPADO DE CORTININHA.HANGAR.FPAR,HANGAR
30841,BIQUINI COM BABADINHO ALCA TOP.HANGAR.FPAR,HANGAR
30842,BIQUINI DE AMARRAR LASER 2 ALCAS.HANGAR.FPAR,HANGAR
30843,BIQUINI CORTININHA COQUEIRO DE AMARRAR.HANGA.FPAR,HANGAR
30844,BIQUINI CONCHA DE AMARRAR.HANGAR.FPAR,HANGAR
30845,TOP S/BOJO BASIC PLUS SIZE.SEA SURF.,SEA SURF
30846,BIQUINI COM ARO EM V. DE AMARRAR CALCINHA CAVADA.HANGAR.FPAR,HANGAR
30847,BIQUINI LISO COM CALCINHA 2 TIRAS.HANGAR.FPAR,HANGAR
30848,BIQUINI TOP COM ALCA DE AMARRAR LISO.HANGAR.FPAR,HANGAR
30849,BIQUINI C/DETALHE NO BUSTO E CALCINHA DE AMARRAR.HANGAR.FPAR,HANGAR
30850,BIQUINI LASER LISO DE AMARRAR.HANGAR.FPAR,HANGAR
30851,BIQUINI COM ESTAMPAS DE FOLHAS DE AMARRAR.HANGAR.FPAR,HANGAR
30852,BIQUINI CORTININHA LISO C/CALCINHA DE AMARRAR.HANGAR.FPAR,HANGAR
30853,BIQUINI COM ARO EM V LISO.HANGAR.FPAR,HANGAR
30854,BIQUINI LASER ESTAMPADO.HANGAR.FPAR,HANGAR
30855,SHORT BOXER ESTAMPADO.BELA CHICCA.FJSL,BELA CHICCA
30856,VESTIDO LONGO ESTAMPADO ALCA FINA.BELA CHICCA.FJPR,BELA CHICCA
30857,CALCA JEANS FEM MOM C/BRILHO.IDISE.FEPR,IDISE
30858,CALCA FEM JEANS MOM.IDISE.FEPR,IDISE
30859,CALCA JEANS FEM MOM COM CINTO.IDISE.FEPR,IDISE
30860,CALCA JENAS FEM WID LEG C/RASGO.IDISE.FEPR,IDISE
30861,CAMISETA M/M INFANTIL BASICA GOLA REDONDA.DUKY.IO4AR,DUKY
30862,MACAQUINHO ESTAMPADO DE ALCA FINA.ABSOLUTA.FJAR,ABSOLUTA
30863,VESTIDO C/BABADO ALCA FINA.ABSOLUTA.FJAR,ABSOLUTA
30864,VESTIDO DE AMARRAR ESTAMPADO C/ALCA.ABSOLUTA.FJAR,ABSOLUTA
30865,BLUSA FEM MORCEGO ESTAMPADA DE AMARRAR.ABSOLUTA.FJAR,ABSOLUTA
30867,SUTIA VALESKA C/RENDA.VINI.FIPR,VINI
30868,SUTIA VALESKA PLUS.VINI.FIPR,VINI
30869,CALCINHA TICIANE PLUS.VINI.FIPR,VINI
30870,CALCINHA VANESSA COM RENDA.VINI.FIPR,VINI
30871,CAMISOLA BRENDA C/RENDA NA LATERAL.VINI.FIPR,VINI
30872,REGATA FEM SUPLEX ALCA LARGA LISA.DIAS FASHION.FCSL,DIAS FASHION
30873,BERMUDA JEANS TRADICIONAL MASC BLACK.MAXDENIM.MEPR,MAX DENIM
30874,BERMUDA JEANS TRADICIONAL MASC .MAXDENIM.MEPR,MAX DENIM
30875,BERMUDA JEANS TRADICIONAL MASC.MAXDENIM.MEPR,MAX DENIM
30876,BERMUDA JEANS TRADICIONAL BASICA.MAXDENIM.MEPR,MAX DENIM
30877,BLUSA FEM M/M COM ESTAMPA.MARIA CHIC.FJAR,MARIA CHIC
30878,CROPPED REGATA FEM DE MALHA.MARIA CHIC.FJAR,MARIA CHIC
30879,VESTIDO DE ALCA LIGANETE ESTAMPADO RENATA.MARIA CHIC.FJAR,MARIA CHIC
30880,VESTIDO M/M CURTO DE LIGANETE GLORIA.MARIA CHIC.FCAR,MARIA CHIC
30881,BERMUDA MASC DRY.MJAR,MARIA CHIC
30882,SHORT MASC TACTEL C/BOLSO.MARIA CHIC.MJAR,MARIA CHIC
30883,BLUSA FEM ALCA FINA CANELADO.MINHA ESTAMPA.FJAR,MINHA ESTAMPA
30884,REGATA FEM CANELADA PLUS.MINHA ESTAMPA.FPAR,MINHA ESTAMPA
30886,REGATA MASC MALHA S/ESTAMPA.MARIA CHIC.MJAR,MARIA CHIC
30887,REGATA MASC DRY.MARIA CHIC.MJAR,MARIA CHIC
30888,BLUSAO FEM VISCOLINHO LISO.SCHUMACHER.FJPR,SCHUMACHER
30889,CAMISA FEM M/L SOCIAL LISO BRANCO.SCHUMACHER.FJPR,SCHUMACHER
30890,CAMISA FEM M/L LISTRADO C/BOLSO.SCHUMACHER.FJPR,SCHUMACHER
30891,SHORT INF ALTAIATARIA C/LACO.DARILEO.IA4PR,DARILEO
30892,CROPPED INF COM LACO NAS COSTAS ALFAIATARIA.DARILEO.IA4PR,DARILEO
30893,VESTIDO INF 3 MARIAS C/ ALCA DE AMARRAR.DARILEO.IA4PR,DARILEO
30894,VESTIDO INF 3 MARIAS M/M PRINCESA LACO NAS COSTAS.DARILEO.IA4PR,DARILEO
30895,VESTIDO INF C/BABADO BARRA ABERTURA COSTAS LACO.DARILEO.IA4PR,DARILEO
30896,BLUSA CROPPED INF ALFAIATARIA ABERTURA COSTAS. DARILEO.IA4PR,DARILEO
30897,CALCA MASC DE ALFAIATARIA.JEZZIAN.MCPR,JEZZIAN
30898,SHORT SAIA INF ALFAIATARIA LACO CINTURA.DARILEO.IA4AR,DARILEO
30899,SHORT INF FEM ALFAIATARIA C/BOLSO LATERAL.DARILEO.IA4AR,DARILEO
30900,REGATA INF CROPPED ABERTURA NAS COSTAS.DARILEO.IA4AR,DARILEO
30901,BLUSA INF BABADO ALCA E BABADO BARRA.DARILEO.IA4AR,DARILEO
30902,SAIA JEANS C/FENDA.NA MODA.FEPR,NA MODA
30903,SAIA C/CINTO SARJA.NA MODA.FCPR,NA MODA
